Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Link do Item;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento;key
160212 - Pregão | 00010/2023;4;441316 - SIFÃO;SIFÃO, MATERIAL POLIPROPILENO, TIPO CORPO SANFONADO/ FLEXÍVEL, APLICAÇÃO LAVATÓRIO E PIA, CARACTERÍSTICAS ADICIONAIS SISTEMA DE VEDAÇÃO POR ANÉIS PLÁSTICO OU BORRACHA, BITOLA 50 MM, PADRÃO UNIVERSAL/DUPLO;24/06/2024;2025-06-23; 160212 - 27  B LOG;50.0;08.658.622/0001-13 - J. J. VITALLI;3.59;40.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171193/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_4
160212 - Pregão | 00010/2023;5;242470 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO LUVA DE REDUÇÃO, TIPO FIXAÇÃO SOLDÁVEL E ROSCÁVEL, BITOLA LADO ROSCÁVEL 1/2 POL, BITOLA LADO SOLDÁVEL 25 MM, CARACTERÍSTICAS ADICIONAIS COM BUCHA DE LATÃO, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA;23/05/2024;2025-05-22; 160212 - 27  B LOG;15.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;2.8;10.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171194/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_5
160212 - Pregão | 00010/2023;9;266924 - ADESIVO CONEXÃO HIDRÁULICA;ADESIVO CONEXÃO HIDRÁULICA, PRAZO VALIDADE 1 ANO APÓS FABRICAÇÃO, APLICAÇÃO TUBOS E CONEXÕES DE PVC, APRESENTAÇÃO FRASCO, CARACTERÍSTICAS ADICIONAIS COM PINCEL APLICADOR;12/06/2024;2025-06-11; 160212 - 27  B LOG;50.0;20.240.470/0001-30 - R.A.C. CUNHA MATERIAIS P/ CONSTRUCAO LTDA;7.45;43.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171198/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Frasco 175,00 G;10_2023_9
160212 - Pregão | 00010/2023;10;367406 - ANEL VEDAÇÃO;ANEL VEDAÇÃO, MATERIAL MASSA EMBORRACHADA, CARACTERÍSTICAS ADICIONAIS VASO SANITÁRIO;24/06/2024;2025-06-23; 160212 - 27  B LOG;20.0;08.658.622/0001-13 - J. J. VITALLI;5.65;20.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171199/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_10
160212 - Pregão | 00010/2023;11;396476 - ASSENTO VASO SANITÁRIO;ASSENTO VASO SANITÁRIO, MATERIAL PLÁSTICO, COR BRANCA, CARACTERÍSTICAS ADICIONAIS ALMOFADADO;14/06/2024;2025-06-13; 160212 - 27  B LOG;10.0;43.892.634/0001-09 - BRAVE DISTRIBUIDORA LTDA;26.87;10.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171200/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_11
160212 - Pregão | 00010/2023;12;327347 - ASSENTO VASO SANITÁRIO;ASSENTO VASO SANITÁRIO, MATERIAL PLÁSTICO, COR BRANCA, CARACTERÍSTICAS ADICIONAIS PEÇAS PARA FIXAÇÃO, MOD. FOFINHO PLUS;14/06/2024;2025-06-13; 160212 - 27  B LOG;20.0;43.892.634/0001-09 - BRAVE DISTRIBUIDORA LTDA;15.21;20.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171201/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_12
160212 - Pregão | 00010/2023;13;273456 - LAVATÓRIO MÃOS;LAVATÓRIO MÃOS, MATERIAL LOUÇA, COMPRIMENTO 530 MM, LARGURA 440 MM, ALTURA 800 MM, CARACTERÍSTICAS ADICIONAIS COM COLUNA, COR BRANCA;23/05/2024;2025-05-22; 160212 - 27  B LOG;5.0;01.952.684/0001-94 - G3 REVESTIMENTOS E ACABAMENTOS PARA CONSTRUCAO CIVIL LTDA;225.41;2.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171202/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_13
160212 - Pregão | 00010/2023;15;242663 - VEDANTE TORNEIRA;VEDANTE TORNEIRA, MATERIAL PVC, BITOLA 1/2 POL;25/06/2024;2025-06-24; 160212 - 27  B LOG;40.0;06.315.490/0001-00 - SAFRA AGRICOLA E PECUARIA LTDA;0.84;40.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171204/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_15
160212 - Pregão | 00010/2023;16;480701 - CAIXA SIFONADA;CAIXA SIFONADA, MATERIAL PVC- CLORETO DE POLIVINILA, FORMATO GRELHA QUADRADO, DIÂMETRO SAÍDA TUBO 50 MM, CARACTERÍSTICAS ADICIONAIS CONJUNTO COMPLETO, DIÂMETRO 150 CM, ALTURA 150 CM;12/06/2024;2025-06-11; 160212 - 27  B LOG;10.0;20.240.470/0001-30 - R.A.C. CUNHA MATERIAIS P/ CONSTRUCAO LTDA;20.99;10.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171205/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_16
160212 - Pregão | 00010/2023;18;290110 - CAIXA D'ÁGUA;CAIXA D'ÁGUA, MATERIAL POLIETILENO, TIPO CÔNICO, CAPACIDADE 1.000 L, CARACTERÍSTICAS ADICIONAIS COM TAMPA;05/06/2024;2025-06-04; 160212 - 27  B LOG;2.0;31.666.544/0001-10 - AGUA DOCE MATERIAIS DE CONSTRUCAO LTDA;280.67;1.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171207/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_18
160212 - Pregão | 00010/2023;19;441748 - CAIXA D'ÁGUA;CAIXA D'ÁGUA, MATERIAL POLIETILENO, TIPO REDONDO, CAPACIDADE 1.500 L, CARACTERÍSTICAS ADICIONAIS COM TAMPA;05/06/2024;2025-06-04; 160212 - 27  B LOG;1.0;31.666.544/0001-10 - AGUA DOCE MATERIAIS DE CONSTRUCAO LTDA;699.9;1.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171208/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_19
160212 - Pregão | 00010/2023;21;233939 - CAIXA DESCARGA;CAIXA DESCARGA, MATERIAL PLÁSTICO, COR BRANCA, ALTURA 33 CM, LARGURA 30 CM, PROFUNDIDADE 14 CM, CAPACIDADE 9 L, CARACTERÍSTICAS ADICIONAIS ENGATE FLEXÍVEL E SUPORTE FIXAÇÃO;12/06/2024;2025-06-11; 160212 - 27  B LOG;5.0;20.240.470/0001-30 - R.A.C. CUNHA MATERIAIS P/ CONSTRUCAO LTDA;26.9;2.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171210/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_21
160212 - Pregão | 00010/2023;22;480700 - CAIXA SIFONADA;CAIXA SIFONADA, MATERIAL PVC- CLORETO DE POLIVINILA, FORMATO GRELHA REDONDO, DIÂMETRO SAÍDA TUBO 50 MM, CARACTERÍSTICAS ADICIONAIS CONJUNTO COMPLETO, DIÂMETRO 100 CM, ALTURA 100 CM;25/06/2024;2025-06-24; 160212 - 27  B LOG;5.0;06.315.490/0001-00 - SAFRA AGRICOLA E PECUARIA LTDA;11.79;5.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171211/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_22
160212 - Pregão | 00010/2023;23;272674 - CONEXÃO HIDRÁULICA;"CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO VÁLVULA RETENÇÃO , TIPO FIXAÇÃO SOLDÁVEL, CARACTERÍSTICAS ADICIONAIS HORIZONTAL, BITOLA 1 1/2""";27/05/2024;2025-05-26; 160212 - 27  B LOG;1.0;20.473.312/0001-20 - A C P DA SILVA QUINOY COMERCIO E  SERVICOS;53.59;1.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171212/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_23
160212 - Pregão | 00010/2023;25;252545 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO CAP, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÃO SANITÁRIA, BITOLA 150 MM;29/05/2024;2025-05-27; 160212 - 27  B LOG;5.0;47.607.630/0001-92 - MONDUST COMERCIO DE PRODUTOS E EQUIPAMENTOS LTDA;12.97;5.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171214/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_25
160212 - Pregão | 00010/2023;27;318669 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO CAP, APLICAÇÃO REDE HIDRÁULICA E ESGOTO, NORMAS TÉCNICAS NBR 5688, BITOLA 50 MM;23/05/2024;2025-05-22; 160212 - 27  B LOG;30.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;1.34;10.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171216/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_27
160212 - Pregão | 00010/2023;28;351445 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO CAP, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, NORMAS TÉCNICAS NBR 5648, BITOLA 25 MM;23/05/2024;2025-05-22; 160212 - 27  B LOG;40.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;0.38;20.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171217/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_28
160212 - Pregão | 00010/2023;30;253382 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO CAP, TIPO FIXAÇÃO SOLDÁVEL, BITOLA 50 MM;23/05/2024;2025-05-22; 160212 - 27  B LOG;50.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;2.7;30.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171219/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_30
160212 - Pregão | 00010/2023;31;454886 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO VÁLVULA RETENÇÃO , TIPO FIXAÇÃO SOLDÁVEL, CARACTERÍSTICAS ADICIONAIS VERTICAL, BITOLA II 1 1/8 POL;25/06/2024;2025-06-24; 160212 - 27  B LOG;5.0;06.315.490/0001-00 - SAFRA AGRICOLA E PECUARIA LTDA;44.99;5.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171220/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_31
160212 - Pregão | 00010/2023;32;257125 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO VÁLVULA RETENÇÃO , TIPO FIXAÇÃO SOLDÁVEL, CARACTERÍSTICAS ADICIONAIS HORIZONTAL, BITOLA 25 MM;25/06/2024;2025-06-24; 160212 - 27  B LOG;5.0;06.315.490/0001-00 - SAFRA AGRICOLA E PECUARIA LTDA;34.99;5.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171221/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_32
160212 - Pregão | 00010/2023;33;254410 - VÁLVULA DESCARGA;VÁLVULA DESCARGA, MATERIAL METAL, TRATAMENTO SUPERFICIAL CROMADO, BITOLA 3/4 X 1/2 POL, APLICAÇÃO MICTÓRIO;29/05/2024;2025-05-28; 160212 - 27  B LOG;5.0;20.784.313/0001-95 - RM COMERCIO DE MERCADORIAS E MATERIAIS LTDA;47.96;3.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171222/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_33
160212 - Pregão | 00010/2023;34;342634 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO TÊ 90°, BITOLA LADO ROSCÁVEL 1/2 POL, BITOLA LADO SOLDÁVEL 25 MM, CARACTERÍSTICAS ADICIONAIS COM BUCHA DE LATÃO, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, COR AZUL;23/05/2024;2025-05-22; 160212 - 27  B LOG;25.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;3.74;5.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171223/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_34
160212 - Pregão | 00010/2023;35;452534 - CHUVEIRO ELÉTRICO;CHUVEIRO ELÉTRICO, MATERIAL TERMOPLÁSTICO, VARIAÇÕES TEMPERATURA ÁGUA 3, COR BRANCA, POTÊNCIA 5.500 W, TENSÃO OPERAÇÃO 110 V, CARACTERÍSTICAS ADICIONAIS MANGUEIRA E DUCHA MANUAL E SUPORTE PARA FIXAÇÃO;29/05/2024;2025-05-28; 160212 - 27  B LOG;10.0;20.784.313/0001-95 - RM COMERCIO DE MERCADORIAS E MATERIAIS LTDA;29.99;10.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5180048/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_35
160212 - Pregão | 00010/2023;36;480673 - CHUVEIRO ELÉTRICO;CHUVEIRO ELÉTRICO, MATERIAL TERMOPLÁSTICO, VARIAÇÕES TEMPERATURA ÁGUA 3, COR BRANCA, POTÊNCIA 5.500 W, TENSÃO OPERAÇÃO 220 V, CARACTERÍSTICAS ADICIONAIS MANGUEIRA E DUCHA MANUAL E SUPORTE PARA FIXAÇÃO;29/05/2024;2025-05-28; 160212 - 27  B LOG;10.0;20.784.313/0001-95 - RM COMERCIO DE MERCADORIAS E MATERIAIS LTDA;29.99;10.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5180049/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_36
160212 - Pregão | 00010/2023;37;452534 - CHUVEIRO ELÉTRICO;CHUVEIRO ELÉTRICO, MATERIAL TERMOPLÁSTICO, VARIAÇÕES TEMPERATURA ÁGUA 3, COR BRANCA, POTÊNCIA 5.500 W, TENSÃO OPERAÇÃO 110 V, CARACTERÍSTICAS ADICIONAIS MANGUEIRA E DUCHA MANUAL E SUPORTE PARA FIXAÇÃO;14/06/2024;2025-06-13; 160212 - 27  B LOG;5.0;43.892.634/0001-09 - BRAVE DISTRIBUIDORA LTDA;30.67;5.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5235245/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_37
160212 - Pregão | 00010/2023;38;330603 - TAMPÃO CONEXÃO;TAMPÃO CONEXÃO, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO ROSCA SOLDÁVEL, DIÂMETRO 32 MM, USO INSTALAÇÕES HIDRÁULICAS;25/06/2024;2025-06-24; 160212 - 27  B LOG;5.0;06.315.490/0001-00 - SAFRA AGRICOLA E PECUARIA LTDA;1.99;5.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171224/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_38
160212 - Pregão | 00010/2023;39;261831 - REPARO VÁLVULA HIDRÁULICA;REPARO VÁLVULA HIDRÁULICA, TIPO FIXAÇÃO ROSCÁVEL, BITOLA 1.1/2 POL, APLICAÇÃO VÁLVULA HIDRA MASTER, COMPONENTES BORRACHA E GAXETAS, GUARNIÇÃO E MOLA DE AÇO, TIPO DESCARGA;29/05/2024;2025-05-28; 160212 - 27  B LOG;20.0;20.784.313/0001-95 - RM COMERCIO DE MERCADORIAS E MATERIAIS LTDA;110.97;20.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171225/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_39
160212 - Pregão | 00010/2023;40;368801 - ACABAMENTO PARA VÁLVULA HIDRÁULICA;ACABAMENTO PARA VÁLVULA HIDRÁULICA, MATERIAL METAL CROMADO, CARACTERÍSTICAS ADICIONAIS MODELO SALVÁGUA COM 02 TECLAS ACIONAMENTO, DIMENSÕES 150 X 120 MM, APLICAÇÃO VÁLVULA DESCARGA DOCOL;24/06/2024;2025-06-23; 160212 - 27  B LOG;10.0;08.658.622/0001-13 - J. J. VITALLI;28.87;10.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171226/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_40
160212 - Pregão | 00010/2023;41;441805 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO TÊ, TIPO FIXAÇÃO PONTA E BOLSA, APLICAÇÃO INSTALAÇÕES ESGOTO, BITOLA 100 MM;23/05/2024;2025-05-22; 160212 - 27  B LOG;20.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;7.2;10.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171227/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_41
160212 - Pregão | 00010/2023;45;271558 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO TÊ, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, BITOLA 25 MM;23/05/2024;2025-05-22; 160212 - 27  B LOG;50.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;0.76;20.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171231/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_45
160212 - Pregão | 00010/2023;47;242705 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO TÊ 90°, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, BITOLA 50 MM;23/05/2024;2025-05-22; 160212 - 27  B LOG;50.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;4.15;35.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171233/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_47
160212 - Pregão | 00010/2023;51;236910 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO JUNÇÃO SIMPLES, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÃO SANITÁRIA, BITOLA 50 X 50 MM;23/05/2024;2025-05-22; 160212 - 27  B LOG;30.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;4.99;20.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171237/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_51
160212 - Pregão | 00010/2023;52;351295 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO UNIÃO, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, NORMAS TÉCNICAS NBR 5648, BITOLA 50 MM;24/06/2024;2025-06-23; 160212 - 27  B LOG;25.0;08.658.622/0001-13 - J. J. VITALLI;18.0;3.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171238/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_52
160212 - Pregão | 00010/2023;53;351297 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO UNIÃO, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, NORMAS TÉCNICAS NBR 5648, BITOLA 32 MM;29/05/2024;2025-05-27; 160212 - 27  B LOG;5.0;47.607.630/0001-92 - MONDUST COMERCIO DE PRODUTOS E EQUIPAMENTOS LTDA;13.56;5.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171239/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_53
160212 - Pregão | 00010/2023;54;454764 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO UNIÃO, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÃO HIDRÁULICA, COR MARROM, BITOLA 25 MM;24/06/2024;2025-06-23; 160212 - 27  B LOG;50.0;08.658.622/0001-13 - J. J. VITALLI;5.73;25.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171240/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_54
160212 - Pregão | 00010/2023;55;214169 - MATERIAL: PVC - CLORETO DE POLIVINILA, DIÂMETRO: 3/4, COMPRIMENTO TOTAL: 45,50, DIÂMETRO ANEL: 8,50, PESO: 16, NORMAS TÉCNICAS: NBR 5.648;NIPLE PARA TUBOS CANOS - ROSCÁVEL, MATERIAL PVC- CLORETO DE POLIVINILA, DIÂMETRO 3/4 POL, COMPRIMENTO TOTAL 45,50 MM, DIÂMETRO ANEL 8,50 MM, PESO 16 G , NORMAS TÉCNICAS NBR 5.648;23/05/2024;2025-05-22; 160212 - 27  B LOG;100.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;0.78;80.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171241/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_55
160212 - Pregão | 00010/2023;56;286230 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO JOELHO DE REDUÇÃO 90°, TIPO FIXAÇÃO SOLDÁVEL E ROSCÁVEL, BITOLA LADO ROSCÁVEL 1/2 POL, BITOLA LADO SOLDÁVEL 20 MM, CARACTERÍSTICAS ADICIONAIS COM BUCHA DE LATÃO, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA;25/06/2024;2025-06-24; 160212 - 27  B LOG;50.0;06.315.490/0001-00 - SAFRA AGRICOLA E PECUARIA LTDA;1.34;50.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171242/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_56
160212 - Pregão | 00010/2023;58;247042 - ENGATE HIDRÁULICO;ENGATE HIDRÁULICO, MATERIAL PVC FLEXÍVEL, BITOLA 1/2 POL, COMPRIMENTO 60 CM, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA;27/05/2024;2025-05-26; 160212 - 27  B LOG;50.0;20.473.312/0001-20 - A C P DA SILVA QUINOY COMERCIO E  SERVICOS;4.89;20.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171243/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_58
160212 - Pregão | 00010/2023;59;250117 - PLUG TUBO;PLUG TUBO, MATERIAL PVC- CLORETO DE POLIVINILA RÍGIDO, TIPO ROSCÁVEL, BITOLA 1 2 POL, APLICAÇÃO REDE HIDRAULICA, FORMATO TAMPÃO;24/06/2024;2025-06-23; 160212 - 27  B LOG;50.0;08.658.622/0001-13 - J. J. VITALLI;0.4;30.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171244/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_59
160212 - Pregão | 00010/2023;60;239036 - CONEXÃO HIDRÁULICA;"CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO PLUG, TIPO FIXAÇÃO ROSCÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, BITOLA 3/4""";23/05/2024;2025-05-22; 160212 - 27  B LOG;50.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;0.59;30.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171245/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_60
160212 - Pregão | 00010/2023;61;257681 - REGISTRO ESFERA;REGISTRO ESFERA, MATERIAL PVC, TIPO MANUAL, BITOLA 50 MM, APLICAÇÃO INSTALAÇÃO HIDRÁULICA, TIPO FIXAÇÃO SOLDÁVEL;23/05/2024;2025-05-22; 160212 - 27  B LOG;20.0;46.945.369/0001-78 - FR INDUSTRIA E COMERCIO DE TUBOS E CONEXOES LTDA;12.6;6.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171246/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_61
160212 - Pregão | 00010/2023;62;236995 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO CURVA 90° CURTA, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÃO SANITÁRIA, BITOLA 100 MM;25/06/2024;2025-06-24; 160212 - 27  B LOG;10.0;06.315.490/0001-00 - SAFRA AGRICOLA E PECUARIA LTDA;10.69;10.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171247/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_62
160212 - Pregão | 00010/2023;64;236993 - CONEXÃO HIDRÁULICA;CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO CURVA 90° CURTA, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÃO SANITÁRIA, BITOLA 40 MM;25/06/2024;2025-06-24; 160212 - 27  B LOG;5.0;06.315.490/0001-00 - SAFRA AGRICOLA E PECUARIA LTDA;2.19;5.0;https://contratos.sistema.gov.br/transparencia/compras/525681/itens/5171249/show;Pregão;10;2023;160212;Aquisição de Materiais Hidráulicos;Unidade;10_2023_64
