Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Link do Item;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento
Pregão | 00010/2023;72;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;49.17;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148665/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;73;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;47.42;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148666/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;74;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;60.87;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148667/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;75;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;49.71;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148668/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;76;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;50.00;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148669/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;77;451444 - PEÇAS E ACESSÓRIOS FERRAMENTAS;"PEÇAS E ACESSÓRIOS FERRAMENTAS, TIPO ADAPTADOR ENCAIXE DE ¾"" (FÊMEA) PARA ½"" ( MACHO), APLICAÇÃO CHAVE SOQUETE";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;9.92;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148670/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;78;451443 - PEÇAS E ACESSÓRIOS FERRAMENTAS;"PEÇAS E ACESSÓRIOS FERRAMENTAS, TIPO ADAPTADOR ENCAIXE DE ½"" (FÊMEA) PARA ¾"" ( MACHO), APLICAÇÃO CHAVE SOQUETE";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;29.67;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148671/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;79;451443 - PEÇAS E ACESSÓRIOS FERRAMENTAS;"PEÇAS E ACESSÓRIOS FERRAMENTAS, TIPO ADAPTADOR ENCAIXE DE ½"" (FÊMEA) PARA ¾"" ( MACHO), APLICAÇÃO CHAVE SOQUETE";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;9.98;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148672/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;80;330640 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO, TIPO COMBINADA, QUANTIDADE PEÇAS 16, APLICAÇÃO SERVIÇOS GERAIS- OFICINA, COMPONENTES 1/4,5/16,3/8,7/16,1/2,9/16,5/8,11/16,3/ 4,13/16,7/ POL;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;324.81;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148673/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;81;601310 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 41 MM, TIPO BOCA + ESTRELA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;20.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;7.87;20.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148674/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;82;601310 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 41 MM, TIPO BOCA + ESTRELA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;20.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;9.30;20.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148675/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;83;300146 - ESTOPA;ESTOPA, MATERIAL FIO ALGODÃO ALVEJADO, APLICAÇÃO LIMPEZA PESADA, COR BRANCA, CARACTERÍSTICAS ADICIONAIS LAVADA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;50.00000;33.647.502/0001-68 - INDUSTRIA E COMERCIO DE ESTOPAS PINHEIRAL LTDA;150.00;0.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148676/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Quilograma
Pregão | 00010/2023;84;215125 - ALICATE BICO MEIA CANA;ALICATE BICO MEIA CANA, MATERIAL FORJADO EM AÇO VANÁDIO, MATERIAL CABO PLÁSTICO, TIPO CABO ISOLADO, TIPO CORTE CORTE TEMPERADO POR INDUÇÃO, TIPO CURVADO, COMPRIMENTO 190 MM, PESO 150 G;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;26.73;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148677/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;87;291168 - ALICATE PARA CLIMPAR;ALICATE PARA CLIMPAR, MATERIAL METAL, TIPO CABO ISOLADO, APLICAÇÃO CONECTORES RJ11, RJ12 E RJ45, CARACTERÍSTICAS ADICIONAIS LÂMINA DE CORTE DE FIO E DECAPAGEM;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;22.77;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148678/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;88;321026 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO ALLEN, QUANTIDADE PEÇAS 8, APLICAÇÃO SERVIÇOS GERAIS- OFICINA, COMPONENTES 3 A 14, TAMANHO LONGO, ACABAMENTO SUPERFICIAL FOSFATIZADO;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;114.84;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148679/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;90;445941 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO PHILIPS/ FENDA, QUANTIDADE PEÇAS 10, COMPONENTES 6 FENDA E 4 FENDA CRUZADA, PHILLIPS, MATERIAL CABO POLIPROPILENO, CARACTERÍSTICAS ADICIONAIS PONTA MAGNETIZADA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;26.10;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148680/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;91;604890 - ESTOPA;ESTOPA, MATERIAL FIO ALGODÃO, CARACTERÍSTICAS ADICIONAIS COSTURADO;17/05/2024;17/05/2025;160224 - PQ R MNT/5;50.00000;53.179.372/0001-93 - 53.179.372 ERIC DANTAS TEIXEIRA;86.00;0.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148681/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Quilograma
Pregão | 00010/2023;92;612432 - REFLETOR;REFLETOR, MATERIAL CORPO ALUMÍNIO, FORMATO RETANGULAR, TIPO LÂMPADA MICROLED, POTÊNCIA LÂMPADA 500 W, TENSÃO ALIMENTAÇÃO BIVOLT V;17/05/2024;17/05/2025;160224 - PQ R MNT/5;20.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;90.09;20.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148682/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;93;482210 - CHAPA;CHAPA METAL FERROSO, MATERIAL POLIETILENO DE ALTA DENSIDADE, ESPESSURA 3 MM, COMPRIMENTO 2000 MM, LARGURA 1000 MM;17/05/2024;17/05/2025;160224 - PQ R MNT/5;3.00000;37.278.673/0001-18 - EREMASTER DISTRIBUIDORA DE FERRAGENS E FERRAMENTAS LTDA;317.74;3.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148683/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;94;482210 - CHAPA;CHAPA METAL FERROSO, MATERIAL POLIETILENO DE ALTA DENSIDADE, ESPESSURA 3 MM, COMPRIMENTO 2000 MM, LARGURA 1000 MM;17/05/2024;17/05/2025;160224 - PQ R MNT/5;3.00000;37.278.673/0001-18 - EREMASTER DISTRIBUIDORA DE FERRAGENS E FERRAMENTAS LTDA;593.82;3.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148684/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;95;604420 - PROLONGADOR PARAFUSO;PROLONGADOR PARAFUSO, MATERIAL AÇO ZINCADO, TIPO BARRA ROSCADA MÉTRICA, CARACTERÍSTICAS ADICIONAIS DIÂMETRO: M4, PASSO 0,7MM;17/05/2024;17/05/2025;160224 - PQ R MNT/5;4.00000;37.201.772/0001-00 - VIDOR & HEINECKE REPRESENTACOES COMERCIAIS LTDA;5.61;4.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148685/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;96;474487 - ÓLEO LUBRIFICANTE.;ÓLEO LUBRIFICANTE., ORIGEM MINERAL, VISCOSIDADE SAE 10W;17/05/2024;17/05/2025;160224 - PQ R MNT/5;50.00000;37.005.258/0001-90 - PETRO TRUCK DISTRIBUIDORA DE LUBRIFICANTES EIRELI;305.42;40.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148686/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Balde 20,00 L
Dispensa | 90002/2024;1;10030 - CONFECÇÃO - BORDADO - AVIAMENTO DE ROUPA / FARDAMENTO / CAMISETA;CONFECCAO   BORDADO  AVIAMENTO DE ROUPA /  FARDAMENTO /  CAMISETA  ( IDENTIFICAÇÃO DO  POSTO/GRADUAÇÃO,  NOME DE GUERRA NA  CAMISETA SEM MANGA  BRANCA );-;-;160224 - PQ R MNT/5;296.00000;09.082.696/0001-17 - ALFAIATARIA LENI & OLIVEIRA LTDA;3.99;0.00000;https://contratos.sistema.gov.br/transparencia/compras/520148/itens/5112651/show;Dispensa;90002;2024;160224;;
Dispensa | 90002/2024;2;10030 - CONFECÇÃO - BORDADO - AVIAMENTO DE ROUPA / FARDAMENTO / CAMISETA;CONFECCAO   BORDADO  AVIAMENTO DE ROUPA /  FARDAMENTO /  CAMISETA  ( IDENTIFICAÇÃO DO  POSTO/GRADUAÇÃO,  NOME DE GUERRA NA  CAMISETA A  MEIAMANGA CAMUFL  ADA );-;-;160224 - PQ R MNT/5;400.00000;09.082.696/0001-17 - ALFAIATARIA LENI & OLIVEIRA LTDA;3.99;0.00000;https://contratos.sistema.gov.br/transparencia/compras/520148/itens/5112652/show;Dispensa;90002;2024;160224;;
Pregão | 90001/2024;1;616125 - GABINETE JATEAMENTO AREIA;GABINETE JATEAMENTO AREIA, TIPO COM SISTEMA DE EXAUSTÃO, COMPONENTES LUMINÁRIA, VISOR, LUVAS, MANGAS, FILTRO, PISTOLA J, LARGURA 900 MM, PROFUNDIDADE 750 MM, ALTURA 700 MM, APLICAÇÃO JATEAMENTO, CARACTERÍSTICAS ADICIONAIS COLETOR DE PÓ TIPO CARTUCHO E LIMPEZA AUTOMÁTICA;24/04/2024;23/04/2025;160224 - PQ R MNT/5;2.00000;00.847.022/0001-91 - ZIRTEC INDUSTRIA E COMERCIO LTDA;21300.00;0.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062490/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
Pregão | 90001/2024;2;616168 - ABRASIVO;ABRASIVO, MATERIAL GRANALHA DE AÇO, USO DECAPAGEM EM JATO ABRASIVO OU JATEAMENTO, GRANULOMETRIA 0,09 A 0,32 MM;24/04/2024;23/04/2025;160224 - PQ R MNT/5;20.00000;03.259.222/0001-11 - NORBLAST COMERCIO DE MAQUINAS, PECAS E SERVICOS LTDA -;1125.00;20.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062491/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
Pregão | 90001/2024;3;615945 - EQUIPAMENTO / ACESSÓRIO JATEAMENTO - AR COMPRIMIDO;EQUIPAMENTO / ACESSÓRIO JATEAMENTO - AR COMPRIMIDO, TIPO BICO DE JATO, MATERIAL AçO CARBONO, APLICAÇÃO GABINETE DE JATEAMENTO CMV-9075X, DIÂMETRO ROSCA 3,2 MM;24/04/2024;23/04/2025;160224 - PQ R MNT/5;18.00000;03.259.222/0001-11 - NORBLAST COMERCIO DE MAQUINAS, PECAS E SERVICOS LTDA -;71.00;18.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062492/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
Pregão | 90001/2024;5;615922 - EQUIPAMENTO / ACESSÓRIO JATEAMENTO - AR COMPRIMIDO;EQUIPAMENTO / ACESSÓRIO JATEAMENTO - AR COMPRIMIDO, TIPO FILTRO DE ADMISSÃO DE AR, MATERIAL POLIéSTER, APLICAÇÃO GABINETE DE JATEAMENTO CMV-9075X, CARACTERÍSTICAS ADICIONAIS DIFUSOR AUTO LIMPANTE;19/04/2024;18/04/2025;160224 - PQ R MNT/5;20.00000;52.514.228/0001-01 - 52.514.228 IVAN DREBKE;148.50;17.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062493/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
Pregão | 90001/2024;6;615923 - EQUIPAMENTO / ACESSÓRIO JATEAMENTO - AR COMPRIMIDO;EQUIPAMENTO / ACESSÓRIO JATEAMENTO - AR COMPRIMIDO, TIPO PISTOLA DE JATEAMENTO MODELO GS/JS, MATERIAL ALUMíNIO, APLICAÇÃO GABINETE DE JATEAMENTO CMV-9075X, CARACTERÍSTICAS ADICIONAIS BICO INJETOR: CERÂMICA DE ALTA RESISTÊNCIA;19/04/2024;18/04/2025;160224 - PQ R MNT/5;10.00000;48.082.965/0001-05 - J.A.S. GERNISKI LTDA.;513.78;10.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062494/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
Pregão | 90001/2024;8;616128 - EQUIPAMENTO / ACESSÓRIO JATEAMENTO - AR COMPRIMIDO;EQUIPAMENTO / ACESSÓRIO JATEAMENTO - AR COMPRIMIDO, TIPO LUVA, MATERIAL PVC, APLICAÇÃO GABINETE DE JATEAMENTO CMV-9075X, CARACTERÍSTICAS ADICIONAIS LADO DIREITO, TRIPLA COSTURA, MANGA EM COURINO,, DIÂMETRO BOCAL 305 MM;24/04/2024;23/04/2025;160224 - PQ R MNT/5;10.00000;03.259.222/0001-11 - NORBLAST COMERCIO DE MAQUINAS, PECAS E SERVICOS LTDA -;55.00;10.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062495/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
Pregão | 90001/2024;9;616129 - EQUIPAMENTO / ACESSÓRIO JATEAMENTO - AR COMPRIMIDO;EQUIPAMENTO / ACESSÓRIO JATEAMENTO - AR COMPRIMIDO, TIPO LUVA, MATERIAL PVC, APLICAÇÃO GABINETE DE JATEAMENTO CMV-9075X, CARACTERÍSTICAS ADICIONAIS LADO ESQUERDO, TRIPLA COSTURA, MANGA EM COURINO,, DIÂMETRO BOCAL 305 MM;24/04/2024;23/04/2025;160224 - PQ R MNT/5;10.00000;03.259.222/0001-11 - NORBLAST COMERCIO DE MAQUINAS, PECAS E SERVICOS LTDA -;55.00;4.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062496/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
Pregão | 90001/2024;10;402761 - BOMBA CENTRÍFUGA ÁGUA;"BOMBA CENTRÍFUGA ÁGUA, CAPACIDADE 16,1 M3/H, POTÊNCIA 2 CV, APLICAÇÃO MOTOR IP21, CARACTERÍSTICAS ADICIONAIS SUCÇÃO DE 1 1/2"" RECALQUE 1"", VAZÃO 3,5 M3/H, VOLTAGEM 220/380 V";18/04/2024;17/04/2025;160224 - PQ R MNT/5;1.00000;48.944.202/0001-18 - M & R SOLUCOES E SERVICOS LTDA;1843.56;0.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062497/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
Pregão | 90001/2024;11;248941 - CAL HIDRATADA;CAL HIDRATADA, MATERIAL HIDRÓXIDO DE CÁLCIO, ASPECTO FÍSICO PÓ, COR BRANCA, APLICAÇÃO CONSTRUÇÃO CIVIL;19/04/2024;18/04/2025;160224 - PQ R MNT/5;60.00000;48.082.965/0001-05 - J.A.S. GERNISKI LTDA.;36.62;38.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062498/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Saco 20,00 KG
Pregão | 90001/2024;12;236755 - TINTA INDUSTRIAL;TINTA INDUSTRIAL, TIPO EPOXI-RESINA, APRESENTAÇÃO BICOMPONENTE, APLICAÇÃO ARMAMENTO, CARACTERÍSTICAS ADICIONAIS FOSCO VINILICO, COR PRETA;23/04/2024;22/04/2025;160224 - PQ R MNT/5;500.00000;37.201.006/0001-37 - USIFAST MANUTENCAO INDUSTRIAL LTDA;35.75;0.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062499/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Lata 900,00 ML
Pregão | 90001/2024;13;265538 - REMOVEDOR TINTA;REMOVEDOR TINTA, COMPONENTES SOLVENTES, SURFACTANTES, ALCALINIZANTES, ANTI- OXI-, MÉTODO APLICAÇÃO PINCEL, APLICAÇÃO LIMPEZA DE ARMAMENTO;07/05/2024;06/05/2025;160224 - PQ R MNT/5;20.00000;37.201.006/0001-37 - USIFAST MANUTENCAO INDUSTRIAL LTDA;760.00;20.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5111201/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
Pregão | 90001/2024;14;616604 - BANCO;BANCO, MATERIAL AÇO, ALTURA 56 A 87 CM, ACABAMENTO CURVIM, COR PRETA, CARACTERÍSTICAS ADICIONAIS REGULAGEM DA ALTURA, COM LAUDO ERGONÔMICO, TIPO ASSENTO SEMI-SENTADO, LARGURA ASSENTO 36 CM;24/04/2024;23/04/2025;160224 - PQ R MNT/5;8.00000;29.216.954/0001-18 - SOLUCOES NORTE ENGENHARIA, CONSTRUCOES E COMERCIO LTDA;854.77;6.00000;https://contratos.sistema.gov.br/transparencia/compras/513489/itens/5062500/show;Pregão;90001;2024;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos, peças e equipamentos para a realização das atividades na Oficina de Fosfatização de Armamento (tratamento superficial) do Parque Regional de Manutenção da 5ª Região Militar - Pq R Mnt/5.;Unidade
